song_id,title,performer,genre_id,streams,artist followers
762,10000 Hours ,299,3,4911749,2334615
763,You Got It,300,3,4907925,260236
765,Party Girl,301,6,4878286,150587
766,Drankin N Smokin,184,3,7292247,10491105
767,Be Like That,127,11,5929062,3509653
768,MORE,302,3,5602168,1245965
769,Enchule,7,3,5561227,6096559
770,Stripes Like Burberry,184,3,5445204,10491105
771,Papi Chulo,303,2,5361669,213344
772,off the table ,55,3,5308945,67208170
773,Spicy ,304,3,5303146,3866304
774,Sweet Melody,305,3,5201322,9398941
775,Blueberry Eyes ,306,3,5158896,689627
776,That,184,3,5151014,10491105
777,Promiscuous,307,3,5083648,2688557
778,GREECE ,133,3,5043665,6281829
779,just like magic,55,3,4980571,67208170
780,Still Don't Know My Name,308,3,4926802,1685215
781,Hasta Que Dios Diga,225,4,4899099,18306226
783,Moonwalking in Calabasas ,309,6,4863053,486194
784,Forever After All,310,11,4746415,5371000
786,SLOW DANCING IN THE DARK,311,3,4732343,4759367
787,Don Don,179,2,4731423,23936368
788,my future,30,3,4721082,47061119
789,Nada,312,3,4713873,3152313
790,safety net ,55,3,5798744,67208170
791,shut up,55,3,5282490,67208170
792,nasty,55,3,5249342,67208170
793,TRAGIC ,2,2,5226940,2238190
795,Madrid ,40,4,5064484,26784251
796,Caramelo,209,3,5033798,29238936
797,Mr Right Now ,297,2,4951481,9949044
798,Got It On Me,94,6,4924030,6852509
799,my hair,55,3,4896521,67208170
800,obvious,55,3,4865084,67208170
801,Beautiful People ,4,3,4813796,83337783
802,Favorito,88,3,4787127,10580764
803,After Party,182,6,4784580,1606884
804,Rojo,24,9,4773792,1251372
805,six thirty,55,3,10941573,67208170
806,love language,55,3,9399230,67208170
807,west side,55,3,9397167,67208170
808,Thriller,313,3,5605234,19345579
809,Dancing With A Stranger ,245,3,5229835,17097317
810,Angeklagt,314,2,5226264,1683006
811,Kids Again,245,3,5103194,17097317
812,Highway to Hell,315,1,5096618,20110171
813,Me Gusta ,188,3,4914412,10741972
816,FRANCHISE ,50,6,4821213,17732077
817,Bet You Wanna ,221,3,6846771,23848461
818,Wolves ,316,3,5547002,8673345
819,thank u next,55,3,5079328,67208170
820,MAMACITA,158,3,5016343,5966748
821,Fake,317,3,5010179,4442273
822,OK Not To Be OK,32,9,4980744,1251372
823,THE SCOTTS,318,3,4941592,179193
824,Mamichula,319,2,4817969,2172969
825,Let Her Go,320,1,4765198,2819406
826,Play Date,321,1,4745568,10925614
827,Lose Somebody,322,3,4709053,7593792
828,Someone Like You,323,3,4703672,28335338
829,It's You,324,3,4674658,1758300
830,Stunnin' ,325,9,5183246,68875
831,Love To Hate Me,221,3,5125708,23848461
832,Hate The Way ,326,3,5116071,4894656
834,Crazy Over You,221,3,5056387,23848461
835,Baby I'm Jealous ,327,3,4870203,6569150
838,Yo Perreo Sola,8,4,4680447,36177712
839,Let Me Love You Like A Woman,212,3,4665053,13697048
840,DOLLAZ ON MY HEAD ,328,2,4652712,3337982
842,July,329,3,4598766,891555
843,Bruises,41,3,4560503,8388838
844,You Never Know,221,3,5304382,23848461
845,Supalonely,330,3,5089970,638337
846,Glock In My Lap,297,2,4947593,9949044
847,Better,242,3,4933462,16655692
848,forget me too ,153,3,4751756,3868320
849,Oh Juliana,331,10,4751064,352402
850,PORFA Remix ,332,3,4727923,613348
851,No Guidance ,247,3,4641393,14073083
852,Rich Nigga Shit ,297,2,9129562,9949044
853,Many Men,297,2,8675173,9949044
854,Slidin,297,2,8243488,9949044
855,Outta Time ,333,3,7762934,5019909
856,My Dawg,297,2,6029118,9949044
857,Snitches & Rats ,297,2,5846760,9949044
858,Brand New Draco,297,2,5841110,9949044
859,Lemonade ,62,3,5550390,412466
860,Your Man,311,3,5233336,4759367
861,No Opp Left Behind,297,2,5154955,9949044
862,Lets Link,334,6,5109038,25417
863,RIP Luv,297,2,4915080,9949044
864,Steppin On Niggas,297,2,4853661,9949044
865,Gimme Love,311,3,7471309,4759367
866,Ew,311,3,6936305,4759367
867,Daylight,311,3,6819838,4759367
868,Epidemic,23,6,6292620,4849204
869,bloody valentine,153,3,6032935,3868320
870,MODUS,311,3,6013371,4759367
871,Tick Tock,311,3,5547939,4759367
872,Sanctuary,311,3,5482390,4759367
873,feel something,335,1,5463424,2396662
874,Tap In,109,3,5220309,1255573
875,Pretty Boy ,311,3,5141212,4759367
876,Afterthought,311,3,4977405,4759367
878,Over Now ,67,3,4867620,21946934
879,Hate The 9 Side ,96,6,4851997,19102888
880,drunk face,153,3,4834258,3868320
881,Tak Tiki Tak,336,4,4761286,134339
882,WHATS 3PIN,206,3,4745752,3828418
883,Money Trees,337,2,4632724,17931101
884,Blastoff ,62,3,4628159,412466
885,September,338,8,5329256,3008916
886,Secrets,120,3,5178107,152237
888,BXL ZOO,339,3,5101640,3071170
889,DEUX TOILES DE MER,339,3,5094137,3071170
890,exile ,189,3,4924533,42227614
891,Righteous,96,6,4819362,19102888
892,Conversations,96,6,4805366,19102888
893,Dolly ,162,6,4800543,4022792
894,Chicago Freestyle ,49,3,4799038,56327031
895,GOOBA,340,6,4690955,6514102
896,Physical,9,3,4599807,27167675
897,Hot Stuff,322,3,4569978,7593792
898,Who's Laughing Now,157,3,4526982,3916979
899,Sweet but Psycho,157,3,4502853,3916979
900,Del Mar,209,3,5698099,29238936
901,Hit Different,110,3,5049863,5888533
902,Nobody's Love,34,1,4957966,32279979
904,Fuckst mich nur ab,314,2,4898520,1683006
905,Jangueo,128,4,4877753,2168452
906,We Paid ,160,2,4776686,7816213
907,Ihr Hobby,314,2,4723116,1683006
908,When I Look At You,139,3,4652583,15778531
909,Boss Bitch,6,3,4620838,8671649
910,Ain't It Different ,341,2,4602336,328877
911,Some Say,342,3,4598325,38111
913,Lithuania ,316,3,5949270,8673345
914,Tap In ,109,3,5117128,1255573
915,Not Shy,173,3,4982232,2384076
916,The Plan ,50,6,4876238,17732077
917,ADMV,40,4,4737291,26784251
918,Alane,217,3,4668193,2786366
919,THE BADDEST,302,3,4642057,1245965
920,Desce Pro Play ,343,3,4615520,1555628
921,Mariposa,344,3,4593366,177972
922,the 1,189,3,4587573,42227614
923,RITMO ,158,3,4585895,5966748
924,Unterwegs,345,3,4572706,166517
925,What's Love Got to Do with It,322,3,4538382,7593792
926,Cry About It Later,288,3,5306994,18936929
928,Gifted ,346,3,4609169,1492551
929,OUT WEST ,347,6,4597001,437907
930,Anaranjado,348,2,4575403,2919696
931,Reggaetonera,225,4,4564331,18306226
932,Sour Candy ,89,3,4556900,18585963
933,Rags2Riches 2 ,208,6,4547965,2203386
934,Bandit ,96,6,4514763,19102888
935,PAM,44,4,4501441,2897862
936,Lemonade,62,3,11373347,412466
938,ON,10,3,5391018,37151476
939,My Oasis ,245,3,4887204,17097317
940,Life's A Mess ,96,6,4883202,19102888
941,PORFA,332,9,4702117,1251372
943,august,189,3,4586236,42227614
944,if i were u ,198,3,4561189,4272745
945,Ballin' ,349,3,4436934,881797
946,Stay Gold,10,3,4405338,37151476
947,I'm Yours,350,1,4391666,6167871
948,Youngblood,351,3,4390823,7744095
949,the last great american dynasty,189,3,4389670,42227614
950,Levitating ,9,3,5254969,27167675
951,my tears ricochet,189,3,5111416,42227614
952,Rags2Riches ,208,6,4737306,2203386
953,Flex ,23,6,4664281,4849204
954,Rover ,352,3,4488631,46992
955,Only You Freestyle,341,2,4480780,328877
956,Hallucinate,9,3,4472669,27167675
957,El Efecto,7,3,4466143,6096559
960,Lovefool,353,3,4439790,36369
961,invisible string,189,3,4424118,42227614
962,Higher Love,322,3,4392936,7593792
963,Como Llora,354,3,4380308,117894
964,Walk Em Down ,355,6,4371370,6608815
965,Wow,17,6,4351784,33663701
966,mirrorball,189,3,5564072,42227614
967,seven,189,3,5459423,42227614
968,this is me trying,189,3,5128412,42227614
969,betty,189,3,5112180,42227614
970,BLIND ,70,2,5074613,7601122
971,illicit affairs,189,3,5053658,42227614
972,Freak,6,3,4736059,8671649
973,PUNANI,340,6,4625985,6514102
975,Never Let Me Down,356,3,4522005,141016
976,Savage,36,3,4510218,4794212
977,mad woman,189,3,6796343,42227614
978,epiphany,189,3,6085522,42227614
979,peace,189,3,5943851,42227614
980,Move Ya Hips ,357,3,5768616,3037935
981,Sie ruft,249,2,5752169,1674348
982,Tilidin Weg,314,2,5674945,1683006
983,Over Your Head,184,3,5534361,10491105
984,hoax,189,3,5375944,42227614
985,Blood On My Jeans,96,6,4978899,19102888
986,Narrow Road ,355,2,4828004,3372385
987,Amarillo,24,4,4695091,29067437
988,Singapur,358,4,4661170,1779640
989,Tattoo,7,3,4588064,6096559
990,Ego Death ,304,3,4583475,3866304
991,Morado,24,4,4561936,29067437
992,ocean eyes,30,9,4476954,1251372
993,Lion King On Ice,149,2,8293983,14103694
994,Andere Welt,359,2,5600868,4093115
995,TELL ME WHY,2,2,5056986,2238190
996,Stay High,96,6,5047752,19102888
997,What Makes You Beautiful,360,3,4966428,22536304
998,Shit Changed,361,2,4823401,1700759
999,Tell Me U Luv Me ,96,6,4798078,19102888
1000,Bad Energy,96,6,4761155,19102888
1001,Titanic,96,6,4687464,19102888
1002,Skechers,362,6,4669248,92356
1003,The Bigger Picture,160,2,4629083,7816213
1004,Story of My Life,360,3,4628772,22536304
1005,Hit My Line,363,3,4621205,5449291
1006,Party Girl ,301,6,15129295,150587
1007,Up Up And Away,96,6,6229316,19102888
1008,Man Of The Year,96,6,6223001,19102888
1009,Fighting Demons,96,6,5946573,19102888
1010,Can't Die,96,6,5777859,19102888
1011,Screw Juice,96,6,5394197,19102888
1012,Past Life ,364,3,5228433,632097
1013,I Want It,96,6,5137482,19102888
1014,Ransom,162,6,5097394,4022792
1015,Diosa,85,4,4868180,6161098
1016,Never Know ,365,2,4803071,942380
1018,TROLLZ ,340,6,4700152,6514102
1019,Old Town Road ,5,3,4643817,5488666
1020,The Adventures of Moon Man & Slim Shady ,251,3,4639929,5002317
1021,China,225,4,4627026,18306226
1022,Hola ,366,4,4617726,3600989
1023,Ignorantes,8,4,4613982,36177712
1024,Yummy,11,3,4599349,48544923
1025,High Fashion ,113,6,4592772,6608815
1026,Like That ,6,3,4565377,8671649
1027,Goodbyes ,17,6,4527742,33663701
1028,BOP,70,2,4496450,7601122
1030,Anxiety,96,6,8449557,19102888
1031,Juice WRLD Speaks From Heaven ,96,6,6682917,19102888
1032,The Man The Myth The Legend,96,6,6640728,19102888
1033,Tiefschwarz ,367,2,5867111,1818624
1034,Wash Us In The Blood,368,6,5586085,14624703
1035,Gangstas,94,6,5104422,6852509
1036,Monster,369,3,5030481,383695
1037,YAYA,340,6,4729070,6514102
1038,Narcos,225,4,4633313,18306226
1039,This City,202,3,4597406,122883
1040,Make It Rain ,94,6,4594248,6852509
1041,Lalala,370,3,4541965,268766
1042,Something Special,94,6,4535580,6852509
1043,Aim For The Moon ,94,6,9011502,6852509
1044,44 BullDog,94,6,8443771,6852509
1045,Creature ,94,6,7308690,6852509
1046,Yea Yea,94,6,7112419,6852509
1047,Enjoy Yourself ,94,6,6620040,6852509
1048,Bad Bitch From Tokyo ,94,6,6144736,6852509
1049,Snitching ,94,6,6102253,6852509
1050,West Coast Shit ,94,6,5931242,6852509
1051,Deep End Freestyle,371,6,5280810,411262
1052,Tommy Lee ,372,3,5031845,359133
1053,Tunnel Vision ,94,6,4907751,6852509
1055,Prospect ,373,3,4571916,1276292
1056,No Me Conoce ,374,4,4501188,2435159
1057,El Manual,225,4,4470597,18306226
1058,Thunder,61,1,4468668,35299488
1059,El Efecto ,7,3,4433384,6096559
1060,Better Now,17,6,4431571,33663701
1061,Don't Stop Believin',375,1,4394985,3731820
1063,XXL,376,2,5415994,30683
1064,Salt,157,9,4874960,1251372
1065,Daisies,288,3,4838067,18936929
1066,Emotionally Scarred,160,2,4633237,7816213
1067,Myron,377,6,4593309,11821805
1068,MORE & MORE,125,3,4592745,9998991
1069,Girls in the Hood,36,3,4577209,4794212
1070,Parasite Eve,237,1,4545883,3912138
1071,Sucker,279,3,4543863,5436999
1072,I Like Me Better,317,3,4430642,4442273
1073,High Hopes,378,1,4426791,10850424
1074,Money In The Grave ,49,3,4403348,56327031
1075,Say So ,6,3,4385148,8671649
1076,Karaoke,379,9,4374448,1251372
1077,Know Your Worth,83,3,4374392,14190858
1078,No Idea,182,6,4369849,1606884
1079,Airwaves,117,2,4352767,208926
1080,Kill This Love,221,3,4341050,23848461
1081,Lights Up,22,3,4325411,16127908
1082,Lose You To Love Me,123,3,4322088,28931149
1083,Girls Like You ,34,1,4318772,32279979
1084,PA' ROMPERLA,8,4,4312675,36177712
1085,VACATION,380,3,6883487,6298789
1086,Big Body Benz,314,2,6707101,1683006
1089,Bleed,381,3,5095478,5865895
1090,Snow On Tha Bluff,149,2,5060764,14103694
1091,Djomb ,382,3,4924714,300500
1092,In Your Eyes ,383,3,4654587,2786366
1093,Stupid Love,89,9,4609858,1251372
1094,Shotta Flow 5,355,2,4513982,3372385
1095,IDK You Yet,384,3,4473413,207170
1096,Piece Of Your Heart,86,3,4422905,441714
1098,La Santa,8,4,4384527,36177712
1099,Make You Mine,385,1,4356213,165504
1100,1STAR ,70,2,7353153,7601122
1101,Make It Rain,94,6,6042929,6852509
1102,M' Manc ,386,2,5171235,40045
1103,Emotions 2,361,2,5113459,1700759
1104,P2,377,6,4769996,11821805
1105,Selfish,60,3,4754830,3370013
1106,Surrender,387,9,4627942,120208
1107,Turks ,388,3,4623279,2613211
1108,BYE ME FUI,8,4,4567732,36177712
1109,Vete,8,4,4486408,36177712
1110,Like It Is,322,3,4463865,7593792
1111,My Oh My ,21,3,4413457,22698747
1112,Let Me Down Slowly,389,3,4393932,2808285
1113,BELIEVE IT,390,3,4361970,3129968
1114,Boot,249,2,6375562,1674348
1115,Riot,150,2,5163633,29566516
1116,VALLA NEIN ,391,2,5029858,1101597
1117,I am Ready ,245,3,4764355,17097317
1118,This Is America,392,3,4727415,8099554
1119,Fantasias,7,3,4432324,6096559
1120,BAD CON NICKY,8,4,4432210,36177712
1121,If I Can't Have You,196,3,4364166,33893352
1122,What A Man Gotta Do,279,3,4360660,5436999
1123,Callaita,8,4,4350496,36177712
1124,Solitaires ,184,3,4334669,10491105
1125,XO Tour Llif3,377,6,4314080,11821805
1126,changes,150,2,4299334,29566516
1127,Suicidal ,393,6,4296154,6332535
1128,Level of Concern,171,1,4252898,20829526
1129,Alice,89,3,10342277,18585963
1130,Free Woman,89,3,9266945,18585963
1131,Fun Tonight,89,3,7907329,18585963
1132,Sine From Above ,89,3,7734309,18585963
1133,Enigma,89,3,7695566,18585963
1134,Replay,89,3,7479618,18585963
1135,Plastic Doll,89,3,7451452,18585963
1136,Chromatica II,89,3,7136521,18585963
1137,Babylon,89,3,6996402,18585963
1138,Chromatica I,89,3,6630385,18585963
1139,1000 Doves,89,3,6069544,18585963
1140,Broken Glass,322,3,5867930,7593792
1142,FLY,391,2,4681054,1101597
1143,SKRR,394,2,4629320,218931
1144,TD ,395,2,4601709,7358720
1145,Oprah's Bank Account ,395,2,4598294,7358720
1146,Roadrunner,314,2,4596162,1683006
1147,Freedom,322,3,4573723,7593792
1148,Fame,249,2,4556947,1674348
1149,Daechwita,396,6,8908179,5564366
1150,COOLER THAN A BITCH ,328,2,6642144,3337982
1151,In Your Eyes ,12,3,6511008,35340069
1152,WUNNA,328,2,6384306,3337982
1153,Komm Komm,359,2,5552890,4093115
1154,TOP FLOOR ,328,2,5193309,3337982
1155,Goodbyes ,17,6,5134161,33663701
1157,X ,279,3,5018592,5436999
1159,Together,215,3,4861870,20528724
1160,eight,397,3,4764954,4939593
1161,You should be sad,230,3,4761908,15663384
1162,CITY OF ANGELS,26,6,4645541,1276406
1163,Astronomia,398,3,4642284,378114
1164,After Hours,12,3,4559855,35340069
1165,BUTTERFLY EFFECT,50,6,4537762,17732077
1166,Never Seen the Rain,48,9,4473968,1251372
1167,Sigues Con El ,399,2,4440738,6671084
1168,ANGELS & DEMONS,400,9,4435538,799682
1171,All Bad ,184,3,6194224,10491105
1172,Pain 1993 ,49,3,6085143,56327031
1173,Trillionaire ,184,3,6057848,10491105
1174,Go Stupid,23,6,5464816,4849204
1176,Racks 2 Skinny,143,3,4729629,11692972
1177,Be Something ,23,6,4687909,4849204
1178,BENDICIONES,8,4,4639997,36177712
1179,PTSD,401,2,4500903,1253138
1180,Excitement,76,6,4416484,6434201
1181,Can We Kiss Forever?,402,6,4397385,661863
1182,SI ELLA SALE,8,4,7055918,36177712
1183,RONCA FREESTYLE,8,4,5784075,36177712
1184,Zoo York ,97,6,5368705,3559267
1185,EN CASITA,8,4,5364262,36177712
1187,Nicht verdient,359,2,4912914,4093115
1188,A Tu Merced,8,4,4909499,36177712
1189,Demons ,49,3,4766829,56327031
1190,Moral of the Story,403,3,4609358,644479
1191,Can I,404,3,4603243,4894562
1192,STARGAZING,50,6,4499820,17732077
1193,Eastside ,236,3,4397708,804613
1194,Suicidal,393,6,4320116,6332535
1195,How Do You Sleep?,245,3,4313625,17097317
1196,No Time To Die,30,3,4293009,47061119
1197,D4L,184,3,10537097,56327031
1198,Time Flies,49,3,9904749,56327031
1199,Desires ,49,3,9628215,56327031
1200,Not You Too ,49,3,9284383,56327031
1201,Landed,49,3,8355036,56327031
1202,When To Say When,49,3,8304928,56327031
1203,Deep Pockets,49,3,8285754,56327031
1204,War,49,3,7821869,56327031
1205,From Florida With Love,49,3,7216610,56327031
1206,Losses,49,3,6894756,56327031
1207,Turks ,388,3,5594561,2613211
1208,Boyfriend,123,3,5236730,28931149
1209,What If I Told You That I Love You,324,3,5234645,1758300
1210,Emotions,361,2,4901960,1700759
1211,FIND MY WAY,70,2,4753495,7601122
1212,Keii,225,4,4687605,18306226
1213,God's Plan,49,3,4565400,56327031
1214,Por Primera Vez,88,3,4478685,10580764
1215,MEH,264,9,4420187,1251372
1216,Broke In A Minute,291,3,4402281,3828418
1217,Fantasias ,7,3,4401019,6096559
1218,SUGAR,405,2,4362442,1836564
1219,90 60 111,136,3,5750861,559215
1220,YOSEMITE,50,6,5686981,17732077
1221,Houdini ,115,2,4914429,2010879
1222,Sasuke,377,6,4701551,11821805
1223,Me Gusta,406,3,4440661,22136717
1224,If You are Too Shy ,407,1,4429092,5044278
1225,Alone Pt II,408,8,4395061,29679430
1226,Tutu,88,3,4393037,10580764
1227,Hate Me ,409,3,4367368,9747805
1228,Still Be Friends ,326,3,4299422,4894656
1229,Blanco,24,4,4214147,29067437
1230,PICK UP ,70,2,7065060,7601122
1231,JUMP ,70,2,6033348,7601122
1232,LIGHTSKIN SHT ,70,2,4861875,7601122
1233,That Way ,377,6,4825741,11821805
1234,No Me Ame,410,2,4822090,1397067
1235,I'll Wait,322,3,4674532,7593792
1236,Oprah Bank Account ,395,2,4618744,7358720
1237,BLAME IT ON BABY,70,2,4616034,7601122
1238,Follow,43,4,4593449,17792779
1239,3 Nights,411,1,4411998,554042
1240,The Take ,291,3,4394195,3828418
1241,Stupid Again,291,3,5938996,3828418
1242,Shotz Fired,314,2,5291167,1683006
1243,BaeBae,412,2,5290730,1045091
1244,To Die For,245,3,4527835,17097317
1245,WANNABE,173,3,4383521,2384076
1246,Takeaway,129,3,4359727,18195884
1247,Heart On Ice,208,6,4324610,2203386
1248,La Cama,413,3,4261965,4963516
1249,Go Stupid ,23,6,4244510,4849204
1250,Cradles,414,3,4218201,908351
1251,Good as Hell ,415,3,4176083,3991674
1252,Forever ,11,3,6517807,48544923
1253,I Love Me,190,3,5449099,20338833
1254,Old Me,351,3,4724056,7744095
1255,Pero Ya No,8,4,4666658,36177712
1256,Hardest To Love,12,3,4553544,35340069
1258,Woah,160,2,4425610,7816213
1259,Pretty Please,9,3,4305034,27167675
1260,IFLY,416,3,4284951,4421378
1261,Cool,9,3,8136247,27167675
1262,Future Nostalgia,9,3,8091754,27167675
1263,Good In Bed,9,3,6802068,27167675
1264,Scared To Live,12,3,6566099,35340069
1265,Alone Again,12,3,6055294,35340069
1266,Boys Will Be Boys,9,3,6015914,27167675
1267,Auto Blu,417,2,5995116,561372
1268,Du bist mein,418,2,5878493,900975
1269,Too Late,12,3,5867746,35340069
1270,Wildflower,351,3,5791343,7744095
1271,Faith,12,3,5730081,35340069
1272,Snowchild,12,3,5423997,35340069
1273,Escape From LA,12,3,5307288,35340069
1274,Allein sein,361,2,5119993,1700759
1275,Bichiyal,8,4,4946613,36177712
1276,Medusa,374,4,4901559,2435159
1277,Break Up Song,305,3,4593343,9398941
1278,Teeth,351,3,4571612,7744095
1279,Repeat After Me ,12,3,10058303,35340069
1280,Until I Bleed Out,12,3,9132077,35340069
1281,Rosa,24,4,7564893,29067437
1282,Gris,24,4,7514854,29067437
1283,Negro,24,4,6651425,29067437
1284,Verde,24,4,5745393,29067437
1285,Baby Pluto,377,6,5600261,11821805
1286,Lo Mein,377,6,5231134,11821805
1287,No Judgement,419,3,5082563,7564659
1288,Futsal Shuffle 2020 ,377,6,5068849,11821805
1290,TOES ,70,2,4878903,7601122
1291,Feel Me,123,3,4765672,28931149
1292,H o T E L,420,2,4701388,861082
1293,25 8,8,4,4684378,36177712
1298,Bean ,377,6,9039518,11821805
1299,Yessirskiii,377,6,8374259,11821805
1300,Cardigan,182,6,6586204,1606884
1301,Silly Watch,377,6,6442451,11821805
1303,Lotus,377,6,6017103,11821805
1305,Que Malo,8,4,5544180,36177712
1306,Leaders ,377,6,5496780,11821805
1307,Strawberry Peels ,377,6,5468083,11821805
1308,La Zona,8,4,5440382,36177712
1309,Wassup ,377,6,5415044,11821805
1310,Una Vez,8,4,5411302,36177712
1311,Moon Relate,377,6,5324545,11821805
1312,Black And White,419,3,5204120,7564659
1313,The 9 Side ,110,3,5193927,5888533
1314,Whine Up,186,2,5130783,14831925
1315,Ayy Macarena,380,3,5046905,6298789
1316,T6 This Way ,377,6,5043990,11821805
1317,Who ,317,3,5004752,4442273
1318,Homecoming,377,6,4988839,11821805
1319,Got The Guap ,377,6,4946997,11821805
1320,Prices,377,6,4898167,11821805
1321,I Can Show You,377,6,4831405,11821805
1322,I'm Sorry,377,6,4818039,11821805
1323,Black Swan,10,3,4802069,37151476
1324,Bad Child,48,9,4787180,1251372
1325,Adicto ,421,3,4785720,509411
1326,love,8,4,4755477,36177712
1327,Bad Girls Good Vibes,361,2,4752181,1700759
1329,3,377,6,10484727,11821805
1330,Celebration Station,377,6,10396969,11821805
1331,Bigger Than Life,377,6,9974143,11821805
1332,Venetia,377,6,9824605,11821805
1333,You Better Move,377,6,9533898,11821805
1334,Chrome Heart Tags,377,6,8219307,11821805
1335,Bust Me,377,6,7828045,11821805
1337,Secure The Bag,377,6,7053947,11821805
1338,Urgency ,377,6,6224412,11821805
1339,ON ,10,3,6219276,37151476
1340,P FKN R,8,4,6041127,36177712
1341,Modern Loneliness,317,3,6020508,4442273
1342,Heatin Up ,160,2,6004839,7816213
1343,SKYBOX,328,2,5846484,3337982
1344,Young & Alive,416,3,5578323,4421378
1345,i'm so tired,317,3,5547770,4442273
1346,Numbers ,381,3,5487069,5865895
1347,Girl,85,4,5434180,6161098
1348,Puesto Pa' Guerrial,8,4,5359969,36177712
1349,Definitivamente,179,2,5325447,23936368
1350,South of the Border ,4,3,5315827,83337783
1351,I Fall Apart,17,6,5251918,33663701
1352,fuck i'm lonely ,317,3,5226991,4442273
1353,Aventura,413,3,5206102,4963516
1354,Rare,123,3,5195842,28931149
1355,VIBEZ,70,2,5121486,7601122
1356,Mean It,317,3,5110064,4442273
1357,That Way,377,6,12059592,11821805
1358,Live Off My Closet ,160,2,7410327,7816213
1359,Commercial ,160,2,6540577,7816213
1360,Sum 2 Prove,160,2,6497610,7816213
1361,Filter,10,3,5913946,37151476
1362,Matrix,249,2,5724739,1674348
1363,Bellaquita ,366,4,5676621,3600989
1364,Infeliz,399,2,5490386,6671084
1365,Que Tire Pa Lante,179,2,5436773,23936368
1366,Futsal Shuffle 2020,377,6,5386512,11821805
1367,GOODMORNINGTOKYO!,422,6,5286044,313480
1368,Own It ,423,2,5273046,2317758
1369,Life Is Good ,184,3,5260351,10491105
1370,My Time,10,3,5212053,37151476
1371,100k Cash,359,2,5192813,4093115
1372,Drown ,154,3,5186141,14921269
1373,me & ur ghost,198,3,5184069,4272745
1374,QUE PRETENDES,24,4,5141047,29067437
1375,You Need To Calm Down,189,3,5115153,42227614
1376,Quizas,424,4,5112244,206225
1377,Soltera ,413,3,5078459,4963516
1378,Trampoline ,425,3,5075520,139434
1379,Truth Hurts,415,3,5024683,3991674
1380,bury a friend,30,9,5020303,1251372
1381,Louder than bombs,10,3,10016907,37151476
1382,UGH!,10,3,9991177,37151476
1383,zero,10,3,9372219,37151476
1384,Friends,10,3,8822365,37151476
1385,We are Bulletproof the Eternal,10,3,8516710,37151476
1386,Inner Child,10,3,8312399,37151476
1387,Moon,10,3,7850129,37151476
1388,Outro Ego,10,3,6857808,37151476
1389,Interlude Shadow,10,3,6655856,37151476
1390,Respect,10,3,6373954,37151476
1391,Tudo Ok,426,10,5510844,28017
1392,Perreo en La Luna,424,4,5135469,206225
1393,Lose Yourself ,114,2,5118004,46814751
1394,all the good girls go to hell,30,3,5074485,47061119
1396,Lottery ,427,3,4994448,1347589
1397,Si Te Vas,64,3,4954292,8766508
1398,Que Calor ,428,3,4950254,6223652
1399,Rich Rich,361,2,4938864,1700759
1400,Indeciso,429,9,4897374,1251372
1401,i love you,30,9,4863910,1251372
1402,Mejor,366,4,4851895,3600989
1403,Give No Fxk,143,3,9652399,11692972
1404,Come Around Me,11,3,9533583,48544923
1405,Habitual,11,3,9120086,48544923
1406,All Around Me,11,3,9010535,48544923
1407,Get Me ,11,3,8362828,48544923
1408,Second Emotion ,11,3,8109572,48544923
1409,Running Over ,11,3,7493188,48544923
1410,Available,11,3,7473249,48544923
1411,Breathe Deeper,218,7,7142364,5064200
1412,Changes,11,3,6865229,48544923
1413,Confirmation,11,3,6520106,48544923
1414,Mios mit Bars,365,2,6341141,942380
1415,ETA,11,3,6008945,48544923
1416,Borderline,218,7,5921044,5064200
1417,Take It Out On Me,11,3,5858768,48544923
1418,No Shame,351,3,5835260,7744095
1419,Might Not Give Up ,381,3,5503902,5865895
1420,That's What Love Is,11,3,5440037,48544923
1421,Forever Yours ,322,9,5421905,1251372
1422,Baby,430,2,5376451,191521
1423,One More Year,218,7,5279739,5064200
1424,Good News,431,2,5210780,6189454
1425,wish you were gay,30,3,5187997,47061119
1426,Only The Young,189,3,5111068,42227614
1427,Lost In Yesterday,218,7,5096624,5064200
1428,At Least For Now,11,3,5033764,48544923
1429,you should see me in a crown,30,9,4988054,1251372
1430,Too Good At Goodbyes,245,3,4984764,17097317
1431,Intentions,11,3,28509534,48544923
1432,Yikes,172,3,6561188,22170982
1433,Yellow Hearts,432,3,6554824,82522
1434,Birthday,105,3,6207326,8153871
1436,Good as Hell ,415,3,6066001,3991674
1437,I Do It ,433,3,5561205,10710088
1438,Get Me,11,3,5236560,48544923
1441,EARFQUAKE,116,2,5079657,6782693
1442,Pa' Olvidarme De Ella,434,3,5066711,7226268
1443,Loco Contigo ,214,3,5013732,7408249
1444,Psycho,435,3,4991751,5688315
1445,Suge,70,2,4986299,7601122
1447,Only Human,279,3,4953866,5436999
1448,Eleven,83,3,4947780,14190858
1449,Talk ,83,3,4940984,14190858
1450,Hot ,50,2,4905155,3337982
1451,Weiss,412,2,4872077,1045091
1452,Con Calma,179,9,4861378,1251372
1453,MIDDLE CHILD,149,2,4836113,14103694
1454,Otro Trago,64,3,4803294,8766508
1455,FML,229,3,6350496,621200
1456,King Of My City,381,9,5922748,1251372
1457,Those Kinda Nights ,114,2,5823422,46814751
1458,Mon Ami,412,2,5774770,1045091
1459,Break My Stride,436,3,5312936,30386
1460,Kein Wort,437,3,5208651,486474
